加权排名,原始排名,排名变化,Twitter用户名,显示名称,加权总分,原始总分,分数增幅%,出现次数,平均排名,最高排名,最低排名,官方认证,蓝V认证,粉丝数,相关产品列表
376,433,57,rryssf_,Robert Youssef,147.02,91.79,60.16,4,193.8,70,298,✓,,5872,"Claude 4, ChatGPT Agent, ChatGPT Agent, ChatGPT Agent"
377,420,43,flowersslop,Flowers ☾,146.82,92.67,58.42,6,254.7,89,446,✓,,11466,"DALL-E 2, Gemini 2.0 Flash, GPT-4.5, Sora 2, Sora 2, Sora 2"
378,369,-9,ErikVoorhees,Erik Voorhees,146.49,97.69,49.96,2,78.0,42,114,✓,,744277,"Cursor, Stable Diffusion 3"
379,439,60,rakyll,Jaana Dogan ヤナ ドガン,145.64,91.35,59.44,11,324.4,69,488,✓,,125733,"GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, GitHub Copilot, Veo 2, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5"
380,359,-21,sushilkedia,Sushil Kedia,145.37,99.00,46.83,1,1.0,1,1,✓,,89206,Manus
381,360,-21,heyBarsee,Barsee 🐶,145.30,99.00,46.76,1,1.0,1,1,✓,,274274,GPT-4o Image Generation
382,380,-2,axl99,Jessie Lam _(:3 」∠ ),144.67,97.04,49.07,1,3.0,3,3,,,43905,Stable Diffusion 3
383,462,79,codewithimanshu,Himanshu Kumar,144.53,89.01,62.36,8,255.4,106,437,✓,,22390,"Claude 4, Claude 4, GPT-5, ChatGPT Agent, Sora 2, Sora 2, Sora 2, Sora 2"
384,354,-30,jerrod_lew,Jerrod Lew,144.52,99.40,45.38,5,235.8,31,366,✓,,11627,"Genie 2, Veo 2, Sora 2, Sora 2, Sora 2"
385,373,-12,VaibhavSisinty,Vaibhav Sisinty,144.46,97.47,48.20,2,72.0,67,77,✓,,132515,"DALL-E 2, ChatGPT Agent"
386,372,-14,shedntcare_,Tulsi Soni,144.36,97.51,48.05,2,72.5,61,84,✓,,154234,"Stable Diffusion 3, GPT-4o Image Generation"
387,383,-4,MissMi1973,M,144.21,96.96,48.73,2,122.0,14,230,✓,,268,"GPT-4o Image Generation, GPT-5"
388,482,94,Luckythe3rdcat,-🎃𝐋𝐮𝐜𝐤𝐲🎃- COMM REQUESTS ON HAULT,144.04,86.94,65.69,1,14.0,14,14,,,13198,Sora 2
389,365,-24,Dev_Fadnavis,Devendra Fadnavis,143.92,98.02,46.83,1,2.0,2,2,✓,,5975511,Manus
390,368,-22,Expressen,Expressen,143.90,98.01,46.83,2,77.0,43,111,✓,,399861,"Manus, Manus"
391,409,18,nicdunz,nic,143.71,93.25,54.12,5,199.6,72,316,✓,,7447,"Claude 3.5 Haiku, GPT-4.5, GPT-4.5, GPT-4.5, ChatGPT Agent"
392,400,8,MightyKeef,Mightykeef,142.93,94.18,51.77,1,6.0,6,6,✓,,134832,Cursor
393,384,-9,clickup,ClickUp,142.82,96.24,48.40,5,243.6,37,393,✓,,68933,"GPT-4, GPT-4, GPT-4, Gemini 2.5, GPT-5"
394,355,-39,AndroidDev,Android Developers,142.81,99.12,44.07,2,226.5,2,451,✓,,2177223,"Gemini 1.0, Gemini 2.5"
395,491,96,susujinkou,樋口紀信＠疫神のカルテ全3巻,142.61,86.07,65.69,1,15.0,15,15,,,26034,Sora 2
396,406,10,fleetingbits,FleetingBits,142.32,94.01,51.38,4,279.8,50,480,✓,,1652,"Gemini 1.0, GPT-4.5, GPT-4.5, Sora 2"
397,345,-52,BrianRoemmele,Brian Roemmele,141.85,100.60,41.01,3,169.7,55,363,✓,,392980,"Amazon Nova, Amazon Nova, Gemini 2.5"
398,386,-12,shedoesai,Johanne | AI Tools & News,141.66,96.08,47.44,3,174.0,72,370,✓,,11317,"Gemini 2.0 Flash, GPT-4o Image Generation, GPT-4o Image Generation"
399,413,14,AshleyKang,Ashley Kang,141.51,93.24,51.77,1,7.0,7,7,,,199567,Cursor
400,397,-3,WorldEverett,Everett World,141.35,94.82,49.07,9,233.8,165,300,✓,,20200,"Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3"
401,344,-57,publickey,Publickey,141.29,100.64,40.40,2,69.0,61,77,✓,,26272,"Amazon Nova, Amazon Nova"
402,481,79,GoogleLabs,Google Labs,141.15,86.94,62.36,1,14.0,14,14,✓,,86752,Veo 2
403,348,-55,MorningBrew,Morning Brew ☕️,140.92,99.89,41.08,2,89.5,24,155,,,535451,"DALL-E 2, GPT-4.5"
404,370,-34,inkko44,inkko,140.40,97.58,43.88,2,119.0,14,224,✓,,12938,"Gemini 2.0 Flash, Lovable 2.0"
405,388,-17,willdepue,will depue,140.22,96.08,45.94,1,4.0,4,4,✓,,51401,Sora 1
406,441,35,mrsiipa,maharshi,140.20,91.11,53.89,2,85.5,48,123,✓,,41451,"Claude 3.5 Haiku, Claude 3.5 Haiku"
407,426,19,jpegmafia,JPEGMAFIA,140.10,92.31,51.77,1,8.0,8,8,✓,,399205,Cursor
408,513,105,aki_28xx,Aki,139.79,84.37,65.69,1,17.0,17,17,✓,,19324,Sora 2
409,488,79,GxlDeTatum,Colo-Colo Bolivia 🇧🇴,139.74,86.07,62.36,1,15.0,15,15,,,1124,Veo 2
410,419,9,itm_aiplus,ITmedia AI＋,139.65,92.90,50.32,4,247.2,46,490,✓,,8732,"Amazon Nova, Gemini 2.0 Flash, Veo 2, GPT-5"
411,512,101,zck,Zak Kukoff,139.10,84.37,64.87,1,17.0,17,17,✓,,38227,Claude 4
412,414,2,elhackernet,elhacker.NET,138.99,93.24,49.07,1,7.0,7,7,,,129993,Stable Diffusion 3
413,357,-56,So_Miyagawa,筑波大学 宮川研究室 / Prof. Dr. So Miyagawa,138.69,99.00,40.08,1,1.0,1,1,✓,,9908,ChatGPT (GPT-3.5)
414,440,26,t_blom,Tom Blomfield,138.61,91.33,51.77,2,132.0,19,245,✓,,65974,"Cursor, Cursor"
415,477,62,AITECHio,AITECH,138.46,87.81,57.68,1,13.0,13,13,✓,,496710,ChatGPT Agent
416,500,84,rc_chilo,rodrigo chilo,138.35,85.21,62.36,1,16.0,16,16,,,6,Veo 2
417,353,-64,voxeloops,voxeloops,138.29,99.50,38.99,2,70.0,64,76,,,3882,"Midjourney v6, Midjourney v6"
418,402,-16,ShefVaidya,Shefali Vaidya. 🇮🇳,138.28,94.18,46.83,1,6.0,6,6,✓,,807996,Manus
419,403,-16,sang_yun_lee,Sangyun Lee,138.21,94.18,46.76,1,6.0,6,6,,,1131,GPT-4o Image Generation
420,514,94,techhalla,TechHalla,138.01,84.13,64.03,3,133.3,86,167,✓,,69465,"Veo 2, Veo 2, Sora 2"
421,428,7,stealcase,Benjamin BLM,137.61,92.31,49.07,1,8.0,8,8,,,1821,Stable Diffusion 3
422,524,102,Bharambe2Kiran,Kiran Bharambe,137.54,83.40,64.91,5,200.8,137,352,✓,,25929,"Claude 4, Claude 4, Claude 4, Claude 4, GPT-5"
423,504,81,Ishansharma7390,Ishan Sharma,137.39,84.62,62.36,2,207.0,19,395,✓,,214295,"Veo 2, Veo 2"
424,447,23,willsommer,Will Sommer,137.33,90.48,51.77,1,10.0,10,10,✓,,158063,Cursor
425,366,-59,satvikputi,Satvik Puti,137.06,98.02,39.83,1,2.0,2,2,✓,,196,Lovable Cloud & AI
426,510,84,Casey,Casey Neistat,136.97,84.37,62.36,1,17.0,17,17,✓,,1971991,Veo 2
427,385,-42,wallstengine,Wall St Engine,136.86,96.16,42.33,4,303.8,11,499,✓,,87112,"Amazon Nova, Gemini 2.0 Flash, Gemini 2.5, Sora 2"
428,515,87,venturetwins,Justine Moore,136.75,84.00,62.80,4,208.8,86,406,✓,,129066,"Veo 2, Veo 2, Veo 2, Sora 2"
429,361,-68,0xniccomi,niccomi 🧙‍♂️,136.71,98.26,39.14,2,93.5,24,163,✓,,1343,"Midjourney v1, Midjourney V1 video model"
430,492,62,AIFrontliner,AI Frontliner,136.71,85.70,59.51,3,165.0,54,289,✓,,427125,"Claude 4, ChatGPT Agent, ChatGPT Agent"
431,483,52,_guillecasaus,Guillermo Casaus,136.66,86.67,57.68,2,108.5,35,182,✓,,9316,"ChatGPT Agent, ChatGPT Agent"
432,407,-25,milbon_,みるぼん@スモビジ,136.61,93.81,45.63,3,141.7,53,235,✓,,37447,"Midjourney v6, GPT-4.5, Sora 2"
433,356,-77,LostMemeArchive,Lost Meme Archive,136.36,99.00,37.73,1,1.0,1,1,✓,,682375,DALL-E 2
434,381,-53,ajassy,Andy Jassy,136.25,97.04,40.40,1,3.0,3,3,✓,,191655,Amazon Nova
435,364,-71,stillgray,Ian Miles Cheong,136.24,98.02,38.99,1,2.0,2,2,✓,,1252309,Midjourney v6
436,542,106,WongUpdates,Wong Updates,135.66,81.87,65.69,1,20.0,20,20,✓,,18480,Sora 2
437,444,7,Gradio,Gradio,135.32,90.77,49.07,2,79.0,78,80,✓,,54629,"Stable Diffusion 3, Stable Diffusion 3"
438,544,106,3thicalH4cker,Ethical Hacker,135.17,81.58,65.69,3,140.0,90,201,,,376,"Sora 2, Sora 2, Sora 2"
439,363,-76,splinetool,Spline,134.98,98.02,37.71,1,2.0,2,2,✓,,102045,Stable Diffusion v2
440,379,-61,bygen_ai,bygen.,134.88,97.04,38.99,1,3.0,3,3,✓,,53415,Midjourney v6
441,395,-46,PrajwalTomar_,Prajwal Tomar,134.87,95.12,41.79,1,5.0,5,5,✓,,45460,Cursor 1.0
442,546,104,luxuryestate916,milliondollarslistings,134.70,81.30,65.69,2,91.0,77,105,,,520,"Sora 2, Sora 2"
443,371,-72,TylerGlaiel,Tyler Glaiel,134.35,97.53,37.74,3,213.3,46,485,✓,,44639,"GitHub Copilot, DALL-E 2, DALL-E 2"
444,376,-68,asharoraa,Ash Arora,134.20,97.04,38.28,1,3.0,3,3,✓,,50179,Midjourney v1
445,378,-67,heysehajsingh,Sehaj Singh,134.03,97.04,38.11,1,3.0,3,3,✓,,11571,Claude 1
446,375,-71,teriantropio,Dinosaurouos,133.91,97.04,37.99,1,3.0,3,3,,,2706,DALL-E 1
447,485,38,iScienceLuvr,"Tanishq Mathew Abraham, Ph.D.",133.85,86.30,55.10,3,170.7,51,308,✓,,81865,"Stable Diffusion 3, Stable Diffusion 3, Gemini 2.0 Flash"
448,404,-44,LinusEkenstam,Linus ✦ Ekenstam,133.53,94.18,41.79,1,6.0,6,6,✓,,217542,Cursor 1.0
449,442,-7,abcnews,ABC News,133.43,90.88,46.83,4,239.5,30,400,✓,,2726586,"Manus, Manus, Manus, Manus"
450,551,101,TheJakeneutron,Jakeneutron,133.39,80.50,65.69,3,135.0,111,173,✓,,133450,"Sora 2, Sora 2, Sora 2"
451,423,-28,SwamiSivasubram,Swami Sivasubramanian,133.22,92.44,44.11,2,88.5,40,137,✓,,4877,"Amazon Nova, Claude 3.5 Haiku"
452,389,-63,JVCom,JV - Jeux vidéo,133.22,96.08,38.65,1,4.0,4,4,✓,,1884571,Genie 2
453,391,-62,ErdemErkul,Dr. R.Erdem ERKUL,133.07,95.41,39.48,2,76.0,56,96,✓,,46684,"GitHub Copilot, GitHub Copilot"
454,559,105,Rythayze,𝒓𝒚𝒕𝒉𝒂𝒛𝒆 ⚠,132.97,80.25,65.69,1,22.0,22,22,,,111925,Sora 2
455,538,83,AlberrtoRM2,(fan) Aʟʙᴇʀᴛo,132.93,81.87,62.36,1,20.0,20,20,✓,,24598,Veo 2
456,387,-69,AllarHaltsonen,Allar Haltsonen,132.86,96.08,38.28,1,4.0,4,4,✓,,12938,Midjourney v1
457,451,-6,jenzhuscott,Jen Zhu,132.86,90.48,46.83,1,10.0,10,10,✓,,55465,Manus
458,392,-66,aigleeson,Louis Gleeson,132.78,95.38,39.21,4,327.0,9,448,✓,,13097,"Claude 1, Gemini 2.5, Claude 4, Claude 4"
459,398,-61,pc_watch,PC Watch,132.70,94.19,40.89,4,286.8,25,474,✓,,145213,"GPT-4, DALL-E 3, Gemini 2.5, Gemini 2.5"
460,422,-38,grok,Grok,132.31,92.57,42.93,3,188.0,25,311,✓,,6395843,"Genie 2, Gemini 2.0 Flash, Veo 2"
461,467,6,rgilman33,Rudy Gilman,132.22,88.69,49.07,1,12.0,12,12,✓,,3098,Stable Diffusion 3
462,604,142,bongrandp,Pierre Bongrand,132.14,76.34,73.10,1,27.0,27,27,✓,,2245,Gemini 2.0 Flash
463,449,-14,Ox_god__,0x⚡,132.06,90.48,45.94,1,10.0,10,10,✓,,569,Sora 1
464,394,-70,HLC_actual,Habitual Linecrosser,131.89,95.12,38.65,1,5.0,5,5,✓,,53494,Genie 2
465,565,100,akhileshutup,akhilesh,131.77,79.45,65.85,1,23.0,23,23,✓,,4998,GPT-5
466,431,-35,typesfast,Ryan Petersen,131.72,92.24,42.79,2,79.0,61,97,✓,,252210,"DALL-E 2, GPT-4"
467,472,5,Cydiar404,𝗖𝘆𝗱𝗶𝗮𝗿,131.55,88.25,49.07,3,124.3,97,141,✓,,56874,"Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3"
468,459,-9,Avadhutwaghbjp,Avadhut Wagh अवधूत सुशीला रमाकांत वाघ,131.53,89.58,46.83,1,11.0,11,11,,,33471,Manus
469,567,98,nilaymallik77,Nilay Mallik,131.40,79.31,65.69,2,92.5,92,93,,,251,"Sora 2, Sora 2"
470,393,-77,ryoppippi,ryoppippi,131.38,95.12,38.11,1,5.0,5,5,✓,,3695,Claude 1
471,499,28,dani_avila7,Daniel San,131.13,85.21,53.89,1,16.0,16,16,✓,,15160,Claude 3.5 Haiku
472,473,1,MACHINE4LPHA,M A C H I N E 4 L P H A ⭕️,131.00,87.88,49.07,6,210.8,121,284,✓,,12839,"Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3"
473,415,-58,chadwahl,Chad Wahlquist,130.91,93.24,40.40,1,7.0,7,7,✓,,16202,Amazon Nova
474,429,-45,Fumiya_Kume,Kuu🍣,130.89,92.31,41.79,1,8.0,8,8,✓,,18070,Cursor 1.0
475,613,138,ackerman1990,میکاسا,130.82,75.58,73.10,1,28.0,28,28,,,15045,Gemini 2.0 Flash
476,486,10,JakeSucky,Jake Lucky,130.63,86.07,51.77,1,15.0,15,15,✓,,488746,Cursor
477,575,98,NotLucFN,NotLuc,130.34,78.66,65.69,1,24.0,24,24,✓,,84085,Sora 2
478,424,-54,chrisalbon,Chris Albon,130.25,92.34,41.05,5,273.8,42,496,✓,,89286,"GitHub Copilot, GitHub Copilot, Cursor, Cursor, Cursor"
479,620,141,IATheYoker,YokerAI,130.22,75.23,73.10,2,186.5,33,340,✓,,109408,"Gemini 2.0 Flash, Gemini 2.0 Flash"
480,401,-79,kamakari0502,☁️Astra小雲☁️🦅,130.07,94.18,38.11,1,6.0,6,6,,,850,Claude 1
481,399,-82,apersonyknow,Images,129.96,94.18,37.99,1,6.0,6,6,✓,,159,DALL-E 1
482,509,27,hume_ai,Hume AI,129.83,84.37,53.89,1,17.0,17,17,✓,,22579,Claude 3.5 Haiku
483,574,91,_sholtodouglas,Sholto Douglas,129.69,78.66,64.87,1,24.0,24,24,✓,,28129,Claude 4
484,478,-6,alifcoder,Alif Hossain,129.56,87.36,48.32,4,199.2,88,324,✓,,90607,"Midjourney v6, Manus, ChatGPT Agent, ChatGPT Agent"
485,576,91,manishkumar_dev,Manish Kumar Shah,129.34,78.60,64.55,6,226.0,147,403,✓,,55150,"Veo 2, Claude 4, Claude 4, Claude 4, Claude 4, GPT-5"
486,421,-65,aziz4ai,AZIZ | AI 🇸🇦,128.98,92.66,39.20,2,179.5,11,348,✓,,30551,"Midjourney v1, Sora 2"
487,476,-11,RanaAyyub,Rana Ayyub,128.93,87.81,46.83,1,13.0,13,13,✓,,1640505,Manus
488,456,-32,sone_oak,Soneoka / ELYZA,128.87,89.58,43.86,1,11.0,11,11,,,5742,Gemini 1.0
489,579,90,aeitroc,Bessi,128.76,78.09,64.89,3,200.0,85,406,✓,,292,"Claude 4, Claude 4, GPT-5"
490,410,-80,fred_dot_jpg,Fred A,128.66,93.24,37.99,1,7.0,7,7,✓,,2157,DALL-E 1
491,588,97,GabrielPeterss4,gabriel,128.51,77.56,65.69,2,103.5,61,146,✓,,49391,"Sora 2, Sora 2"
492,411,-81,Eyaaaad,إياد الحمود,128.42,93.24,37.73,1,7.0,7,7,✓,,5131706,DALL-E 2
493,586,93,vibecodeapp,vibecode.dev,128.40,77.88,64.87,1,25.0,25,25,✓,,27237,Claude 4
494,412,-82,rainisto,Roope Rainisto,128.40,93.24,37.71,1,7.0,7,7,✓,,41606,Stable Diffusion v2
495,453,-42,lukemelas,Luke Melas-Kyriazi,128.29,90.48,41.79,1,10.0,10,10,✓,,1322,Cursor 1.0
496,435,-61,nadonomy,Nad Chishtie,128.23,91.39,40.30,1,9.0,9,9,✓,,2725,Lovable 2.0
497,598,101,0xFramer,Framer 🇱🇹,127.73,77.09,65.69,3,222.0,49,423,✓,,33314,"Sora 2, Sora 2, Sora 2"
498,525,27,LangChainAI,LangChain,127.65,83.31,53.23,2,142.0,28,256,✓,,215212,"Claude 3.5 Haiku, Manus"
499,438,-61,jamesyeung18,James Yeung,127.52,91.37,39.56,6,227.2,88,353,✓,,14104,"Midjourney v1, Midjourney v1, Midjourney v1, Midjourney v1, Stable Diffusion 3, Veo 2"
500,427,-73,tuturetom,Tom Huang,127.49,92.31,38.11,1,8.0,8,8,✓,,30333,Claude 1
501,443,-58,SatyaScribbles,Satyapriya Krishna,127.49,90.80,40.40,2,84.0,52,116,✓,,526,"Amazon Nova, Amazon Nova"
502,425,-77,postanika,anika meier,127.38,92.31,37.99,1,8.0,8,8,✓,,12774,DALL-E 1
503,532,29,layer07_yuxi,Yuxi on the Wired,127.26,82.70,53.89,1,19.0,19,19,✓,,3394,Claude 3.5 Haiku
504,516,12,ProductHunt,Product Hunt 😸,127.11,83.75,51.77,2,87.5,78,97,,,555167,"Cursor, Cursor"
505,580,75,RyanMorrisonJer,Ryan Morrison,127.06,77.97,62.96,4,201.0,95,362,✓,,7288,"Veo 2, Veo 2, Veo 2, GPT-5"
506,518,12,amrishrau,Amrish Rau,126.77,83.53,51.77,1,18.0,18,18,,,44692,Cursor
507,528,21,AI_Arabic1,الذكاء الاصطناعي بالعربية,126.69,83.06,52.52,2,88.0,83,93,✓,,74492,"Manus, ChatGPT Agent"
508,489,-19,kkundrra,Karan Kundrra,126.38,86.07,46.83,1,15.0,15,15,✓,,505899,Manus
509,475,-34,luciascarlet,† lucia scarlet 🩸,126.32,87.81,43.86,1,13.0,13,13,✓,,23033,Gemini 1.0
510,434,-76,fellowshiptrust,Fellowship,126.11,91.39,37.99,1,9.0,9,9,✓,,29269,DALL-E 1
511,479,-32,cramforce,Malte Ubl,125.87,87.12,44.47,4,188.2,86,314,✓,,42307,"GitHub Copilot, GitHub Copilot, Cursor, Cursor"
512,607,95,nickbaumann_,Nick,125.86,76.34,64.87,1,27.0,27,27,✓,,5052,Claude 4
513,470,-43,fkadev,fatih kadir akın,125.75,88.69,41.79,1,12.0,12,12,✓,,93951,Cursor 1.0
514,432,-82,pau,Pau Garcia-Milà,125.74,92.11,36.51,2,251.5,9,494,✓,,75562,"Cursor, DALL-E 3"
515,647,132,kaymakings,Sezgin Kaymak,125.69,72.61,73.10,1,32.0,32,32,✓,,2943,Gemini 2.0 Flash
516,501,-15,hamster_kombat,Hamster Kombat,125.06,85.21,46.76,1,16.0,16,16,✓,,12578264,GPT-4o Image Generation
517,445,-72,cyborgDAO,Cyborg DAO,124.86,90.48,37.99,1,10.0,10,10,✓,,2188,DALL-E 1
518,608,90,Sauers_,Sauers,124.76,76.04,64.08,9,288.7,155,427,✓,,9668,"Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, GPT-5, GPT-5, GPT-5, ChatGPT Agent"
519,446,-73,nptacek,CuddlySalmon,124.60,90.48,37.71,1,10.0,10,10,✓,,6484,Stable Diffusion v2
520,522,2,jasonjzhao,Jason Zhao,124.52,83.53,49.07,1,18.0,18,18,✓,,63339,Stable Diffusion 3
521,469,-52,FabianHedin,Fabian Hedin,124.44,88.69,40.30,1,12.0,12,12,✓,,3867,Lovable 2.0
522,666,144,GitHub_Daily,GitHubDaily,124.21,71.76,73.10,2,102.5,102,103,✓,,45735,"Gemini 2.0 Flash, Gemini 2.0 Flash"
523,457,-66,Mascobot,Marco Mascorro,124.21,89.58,38.65,1,11.0,11,11,✓,,15850,Genie 2
524,461,-63,ecommartinez,Alejo,124.08,89.06,39.32,2,225.5,13,438,✓,,129137,"Midjourney v6, Veo 2"
525,629,104,TheDaoMarketer,Jae.ai,123.98,74.83,65.69,1,29.0,29,29,,,325,Sora 2
526,511,-15,octavio_guedes,Octavio Guedes,123.87,84.37,46.83,1,17.0,17,17,,,375033,Manus
527,589,62,SarahAnnabels,SARAH,123.80,77.39,59.97,2,102.0,64,140,✓,,222518,"Claude 4, ChatGPT Agent"
528,667,139,kyogomatsuda,松田キョウゴ,123.63,71.42,73.10,4,219.5,110,404,✓,,567,"Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash"
529,448,-81,BNODesk,BNO News Live,123.41,90.48,36.39,1,10.0,10,10,✓,,95254,DALL-E 3
530,455,-75,HardDriveMag,Hard Drive,123.38,89.58,37.73,1,11.0,11,11,,,294974,DALL-E 2
531,530,-1,ykilcher,Yannic Kilcher 🇸🇨,123.28,82.70,49.07,1,19.0,19,19,✓,,80803,Stable Diffusion 3
532,507,-25,roarketrench,Roarke,123.13,84.37,45.94,1,17.0,17,17,✓,,499,Sora 1
533,621,88,icreatelife,Kris Kashtanova,122.68,75.22,63.09,3,196.7,49,300,✓,,108499,"Gemini 2.5, Gemini 2.5, ChatGPT Agent"
534,466,-68,SOPHONTSIMP,GOON MASTER SOPHONT SIMP,122.65,88.69,38.28,1,12.0,12,12,,,1555,Midjourney v1
535,465,-70,vmudream,ᐯᕬᑌᗞᖇᕮᗋᕬ,122.39,88.69,37.99,1,12.0,12,12,✓,,2030,DALL-E 1
536,635,99,ColawMide,COLAW,122.12,74.07,64.87,3,140.0,133,144,✓,,29063,"Claude 4, Claude 4, Claude 4"
537,490,-47,robj3d3,Rob Hallam,122.04,86.07,41.79,1,15.0,15,15,✓,,27129,Cursor 1.0
538,521,-17,virlomain,virlo,121.90,83.53,45.94,1,18.0,18,18,✓,,1124,Sora 1
539,554,15,ArknightsEN,Arknights_EN,121.80,80.25,51.77,1,22.0,22,22,✓,,429994,Cursor
540,527,-13,somewheresy,∿,121.54,83.11,46.24,2,229.5,20,439,✓,,24749,"Sora 1, Sora 2"
541,628,87,RuairiRobinson,Ruairi Robinson,121.48,74.83,62.36,1,29.0,29,29,✓,,7828,Veo 2
542,534,-8,ManusAI_HQ,ManusAI,121.33,82.64,46.83,10,282.4,116,372,✓,,204066,"Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus, Manus"
543,494,-49,daniel_nguyenx,Daniel Nguyen,121.13,85.24,42.11,2,245.5,17,474,✓,,65078,"Gemini 2.0 Flash, Cursor 1.0"
544,655,111,studiomasakaki,賢木イオ🍀AIイラスト,121.08,72.39,67.27,3,177.3,71,287,✓,,48219,"Stable Diffusion 3, Gemini 2.0 Flash, Gemini 2.0 Flash"
545,474,-71,joshdub,Joshdub,120.94,87.81,37.73,1,13.0,13,13,,,431137,DALL-E 2
546,502,-44,GeekNewsHada,GeekNews,120.82,85.21,41.79,1,16.0,16,16,✓,,20011,Cursor 1.0
547,480,-67,XtinaHQ,ً,120.54,86.94,38.65,1,14.0,14,14,,,10780,Genie 2
548,550,2,anukaakash,Anu Aakash,120.42,80.78,49.07,2,96.5,62,131,✓,,12812,"Stable Diffusion 3, Stable Diffusion 3"
549,652,103,simonfaceless,Simon Faceless,120.32,72.61,65.69,1,32.0,32,32,✓,,3243,Sora 2
550,539,-11,IronLadyEther,𝔈𝔱𝔥𝔢𝔯 ⚔️✝,120.21,81.87,46.83,1,20.0,20,20,,,5006,Manus
551,520,-31,Beth_Kindig,Beth Kindig,120.16,83.53,43.86,1,18.0,18,18,✓,,164887,Gemini 1.0
552,698,146,IA_Quijote,Don Quijote 𝕏 & IA,119.56,69.07,73.10,1,37.0,37,37,✓,,170497,Gemini 2.0 Flash
553,569,16,gdb,Greg Brockman,119.55,78.77,51.77,3,195.3,70,385,✓,,858018,"Cursor, Cursor, Cursor"
554,617,63,GoKiteAI,KITE AI,119.17,75.58,57.68,1,28.0,28,28,✓,,659913,ChatGPT Agent
555,664,109,alice_kaijin,ALICE,119.12,71.89,65.69,1,33.0,33,33,,,515,Sora 2
556,644,88,blader,Siqi Chen,119.11,72.63,63.98,2,170.0,39,301,✓,,135397,"Cursor, Claude 4"
557,503,-54,LearnWithSubhan,Subhan Qureshi,119.03,84.74,40.46,2,121.5,32,211,✓,,25834,"DALL-E 3, Claude 4"
558,487,-71,C_t_t_f_b_p,リク@🐹,118.87,86.07,38.11,1,15.0,15,15,,,2866,Claude 1
559,493,-66,Alfred_Denes,AD,118.86,85.39,39.21,2,124.0,30,218,✓,,8535,"Midjourney v1, Midjourney V1 video model"
560,484,-76,limewire,LimeWire,118.58,86.52,37.06,2,200.5,17,384,,,217351,"DALL-E 3, Gemini 2.5"
561,523,-38,riku720720,りくお | DreamCoreソロ開発,118.43,83.53,41.79,1,18.0,18,18,✓,,7257,Cursor 1.0
562,610,48,ai_artworkgen,Marco,118.39,75.67,56.45,3,166.7,69,260,✓,,21022,"Midjourney v1, Midjourney v1, Sora 2"
563,497,-66,GeorgeCrudo,George Crudo,118.15,85.21,38.65,1,16.0,16,16,,,18304,Genie 2
564,543,-21,NPjoa_Hodl,엔팔좋아,118.02,81.85,44.19,2,100.0,53,147,✓,,12944,"Amazon Nova, Claude 3.5 Haiku"
565,673,108,anant_hq,Anant,117.93,71.18,65.69,1,34.0,34,34,,,278,Sora 2
566,648,82,zac_fort,Zac Fort,117.89,72.61,62.36,1,32.0,32,32,,,61,Veo 2
567,674,107,Dan_Android_st,ダン・アンドロイド,117.89,71.15,65.69,4,191.8,118,292,,,11817,"Sora 2, Sora 2, Sora 2, Sora 2"
568,558,-10,manugavassi,Manu Gavassi,117.83,80.25,46.83,1,22.0,22,22,✓,,6175616,Manus
569,537,-32,larryelder,Larry Elder,117.78,81.87,43.86,1,20.0,20,20,✓,,1821408,Gemini 1.0
570,669,99,ChetasOG,Chetas,117.40,71.22,64.84,6,275.8,93,427,✓,,1248,"Gemini 2.5, Gemini 2.5, Gemini 2.5, Gemini 2.5, GPT-5, GPT-5"
571,495,-76,feeeelps,Felipe Felps '-',117.37,85.21,37.73,1,16.0,16,16,✓,,1979086,DALL-E 2
572,623,51,omarsar0,elvis,117.28,74.96,56.46,5,218.0,133,338,✓,,267449,"Gemini 2.0 Flash, Claude 3.5 Haiku, GPT-4.5, Gemini 2.5, ChatGPT Agent"
573,533,-40,lucas_flatwhite,lucas,117.25,82.70,41.79,1,19.0,19,19,✓,,3594,Cursor 1.0
574,709,135,kurumi_dec,くるみん｜生成AI企業のPR,117.20,67.71,73.10,1,39.0,39,39,,,6091,Gemini 2.0 Flash
575,560,-15,M_Christo1410,🪙drugα ɐuoɹʇs mєdαlu🪙,117.19,80.20,46.13,2,256.5,23,490,✓,,20588,"Sora 1, Sora 2"
576,508,-68,zeqi_xiao,Zeqi Xiao,116.98,84.37,38.65,1,17.0,17,17,,,487,Genie 2
577,685,108,Gol10Soul,Soul,116.76,70.47,65.69,1,35.0,35,35,,,5695,Sora 2
